MachineID,MachineType,Temperature_C,Vibration_mm_s,Voltage_V,Current_A,Power_Consumption_kWh,Runtime_Hours,Failure_Status
M08877,Type_17,55.29,1.74,245.0,14.97,3.301,490.3,1
M08878,Type_16,55.74,1.39,234.3,15.66,3.302,312.5,1
M08879,Type_18,64.07,1.91,224.8,17.14,3.468,325.1,0
M08880,Type_06,83.77,1.25,220.0,14.73,2.917,238.8,0
M08881,Type_20,63.48,2.63,207.7,20.43,3.819,379.4,0
M08882,Type_08,63.58,1.55,215.5,18.67,3.621,323.5,0
M08883,Type_10,99.72,0.93,217.1,11.35,2.218,141.8,0
M08884,Type_22,51.86,1.73,224.2,16.08,3.245,260.0,0
M08885,Type_23,62.65,3.46,228.1,12.1,2.484,630.3,0
M08886,Type_18,78.64,2.09,218.8,17.73,3.491,655.2,0
M08887,Type_09,65.49,0.1,222.3,16.25,3.251,675.9,0
M08888,Type_07,75.95,2.74,220.4,16.12,3.198,141.8,0
M08889,Type_25,62.53,2.64,221.7,13.52,2.698,161.8,0
M08890,Type_18,67.59,2.07,217.8,17.62,3.454,53.1,0
M08891,Type_08,54.46,1.48,226.3,15.37,3.13,593.1,0
M08892,Type_16,59.7,2.5,226.9,15.63,3.192,452.6,0
M08893,Type_22,68.56,0.22,224.6,11.7,2.365,813.4,0
M08894,Type_21,76.46,1.98,226.0,15.08,3.067,300.5,0
M08895,Type_01,78.11,1.95,214.9,15.83,3.062,568.6,0
M08896,Type_07,67.58,1.33,220.1,18.76,3.716,559.0,0
M08897,Type_21,68.25,1.46,219.7,14.49,2.865,681.4,0
M08898,Type_02,65.67,1.51,224.3,17.19,3.47,301.6,0
M08899,Type_15,72.04,1.4,222.4,12.24,2.45,348.9,0
M08900,Type_24,58.0,1.75,229.2,14.52,2.995,681.4,0
M08901,Type_12,66.06,0.96,223.2,13.09,2.63,783.7,0
M08902,Type_06,67.09,1.47,220.9,16.21,3.223,751.9,0
M08903,Type_22,58.46,0.37,220.1,19.9,3.942,302.5,0
M08904,Type_04,67.81,3.24,215.6,8.2,1.591,783.7,0
M08905,Type_11,44.05,1.27,224.6,14.45,2.921,956.8,0
M08906,Type_07,71.93,0.1,220.8,13.13,2.609,191.8,0
M08907,Type_21,49.72,3.46,219.8,16.76,3.315,764.3,0
M08908,Type_19,64.5,2.83,213.2,11.82,2.268,351.7,0
M08909,Type_12,93.71,1.77,218.2,16.98,3.335,411.9,0
M08910,Type_20,79.36,2.1,218.9,13.67,2.693,604.2,0
M08911,Type_01,65.7,1.49,214.5,15.69,3.029,577.0,0
M08912,Type_02,79.58,1.94,221.5,11.1,2.213,245.8,0
M08913,Type_04,75.09,0.98,223.2,13.15,2.642,662.5,0
M08914,Type_07,74.06,2.69,215.8,11.44,2.222,884.3,0
M08915,Type_03,69.21,2.35,217.8,14.11,2.766,66.4,0
M08916,Type_11,66.86,3.3,222.2,19.84,3.968,936.4,0
M08917,Type_15,80.08,2.48,215.7,14.86,2.885,773.9,0
M08918,Type_11,72.75,1.02,222.1,15.65,3.128,504.4,0
M08919,Type_18,57.73,1.59,221.0,19.14,3.807,589.8,0
M08920,Type_01,47.5,3.18,221.3,12.85,2.559,439.8,0
M08921,Type_04,75.91,1.54,225.1,12.61,2.555,188.6,0
M08922,Type_24,44.43,0.9,221.6,13.86,2.764,128.8,0
M08923,Type_23,67.15,1.59,200.0,14.91,2.684,108.8,1
M08924,Type_13,68.98,1.56,218.0,13.84,2.715,793.9,0
M08925,Type_23,73.4,0.89,222.1,20.19,4.036,373.3,0
M08926,Type_06,52.86,2.21,219.5,14.95,2.953,512.5,0
M08927,Type_08,56.9,2.12,219.3,13.85,2.734,420.4,0
M08928,Type_04,65.97,3.15,228.7,14.19,2.921,861.3,0
M08929,Type_16,51.83,3.51,218.4,12.01,2.361,621.3,0
M08930,Type_13,51.64,1.03,222.7,15.07,3.02,900.2,0
M08931,Type_12,80.69,2.4,217.4,14.83,2.902,788.8,0
M08932,Type_25,58.43,1.02,229.7,10.39,2.148,293.2,0
M08933,Type_14,62.01,2.0,221.3,21.08,4.199,458.4,0
M08934,Type_11,75.42,2.34,225.6,17.71,3.596,644.1,0
M08935,Type_23,68.84,2.57,244.3,16.92,3.72,650.8,1
M08936,Type_04,51.91,2.19,216.4,13.13,2.557,734.4,0
M08937,Type_03,58.2,1.88,220.7,55.53,11.03,212.4,1
M08938,Type_03,71.8,2.3,212.4,14.94,2.856,53.9,0
M08939,Type_19,46.72,1.59,222.3,16.66,3.333,838.7,0
M08940,Type_08,61.34,0.95,214.7,13.82,2.67,832.4,0
M08941,Type_02,60.62,3.47,224.0,14.84,2.992,458.7,0
M08942,Type_07,66.34,2.01,214.9,12.37,2.392,722.3,0
M08943,Type_09,64.02,2.18,216.5,13.42,2.615,579.9,0
M08944,Type_03,74.8,3.21,218.3,10.44,2.051,464.0,0
M08945,Type_25,70.5,2.54,219.9,10.63,2.104,474.9,0
M08946,Type_09,48.07,0.92,220.5,14.13,2.804,643.5,0
M08947,Type_01,85.95,1.3,227.7,17.92,3.672,423.6,0
M08948,Type_25,66.31,2.68,219.4,11.99,2.368,908.8,0
M08949,Type_16,76.95,0.85,220.2,11.53,2.285,57.6,0
M08950,Type_07,66.24,2.27,211.6,19.0,3.618,998.1,0
M08951,Type_19,61.56,1.03,217.5,16.7,3.269,354.2,0
M08952,Type_03,64.54,3.42,220.4,14.67,2.91,82.9,0
M08953,Type_06,65.17,1.27,214.2,18.72,3.609,682.9,0
M08954,Type_23,48.16,0.83,216.0,13.67,2.657,897.2,0
M08955,Type_25,53.65,4.42,227.2,16.65,3.405,437.1,0
M08956,Type_18,68.48,2.39,214.9,13.46,2.603,776.7,0
M08957,Type_24,55.87,0.15,209.3,13.46,2.535,66.5,0
M08958,Type_23,73.7,2.86,216.4,10.45,2.035,668.4,0
M08959,Type_17,80.83,0.6,219.8,15.91,3.147,74.1,0
M08960,Type_09,67.25,1.06,251.8,16.58,3.757,459.0,1
M08961,Type_06,56.86,1.43,218.0,13.1,2.57,51.0,0
M08962,Type_20,67.11,1.93,215.8,13.07,2.538,108.3,0
M08963,Type_08,80.86,3.04,220.2,15.21,3.014,168.4,0
M08964,Type_08,61.95,1.68,218.3,18.01,3.538,774.8,0
M08965,Type_17,49.88,1.46,218.9,24.91,4.908,276.5,0
M08966,Type_08,55.84,2.44,221.7,10.88,2.171,162.4,0
M08967,Type_06,55.17,3.81,222.6,13.31,2.667,438.2,0
M08968,Type_23,68.84,3.1,226.8,21.45,4.378,956.8,0
M08969,Type_14,61.98,0.83,218.2,17.8,3.496,679.0,0
M08970,Type_19,63.33,1.86,215.3,12.58,2.438,518.5,0
M08971,Type_04,65.28,0.53,226.1,13.29,2.704,813.2,0
M08972,Type_19,58.27,3.49,216.2,19.12,3.72,123.7,0
M08973,Type_05,60.41,0.49,208.4,16.88,3.166,210.7,0
M08974,Type_06,64.71,2.11,217.0,17.33,3.385,120.5,0
M08975,Type_14,69.81,0.1,216.9,11.82,2.307,112.3,0
M08976,Type_16,45.32,2.77,219.8,16.09,3.183,176.6,0
M08977,Type_19,68.6,2.11,215.8,13.84,2.688,716.5,0
M08978,Type_12,57.34,3.36,223.1,15.66,3.144,260.7,0
M08979,Type_23,61.86,1.37,221.0,15.58,3.099,317.6,0
M08980,Type_14,50.81,1.42,229.9,16.76,3.468,537.9,0
M08981,Type_10,75.68,3.55,222.5,14.35,2.874,278.8,0
M08982,Type_03,72.81,1.62,219.2,13.3,2.624,133.3,0
M08983,Type_04,67.39,2.34,225.1,19.68,3.987,178.5,0
M08984,Type_25,42.49,1.16,219.9,19.48,3.855,886.9,0
M08985,Type_01,78.17,1.86,211.8,19.61,3.738,852.6,0
M08986,Type_04,54.38,2.68,219.7,12.58,2.487,873.2,0
M08987,Type_25,63.65,1.78,222.0,12.99,2.595,938.0,0
M08988,Type_21,71.09,2.2,221.3,19.65,3.914,792.9,0
M08989,Type_07,60.35,2.93,225.7,22.43,4.556,813.4,0
M08990,Type_03,61.45,2.47,214.3,9.29,1.792,85.0,0
M08991,Type_22,47.75,2.87,210.5,15.61,2.957,700.6,0
M08992,Type_05,79.17,1.72,215.1,17.86,3.458,640.6,0
M08993,Type_17,69.04,1.18,223.4,16.69,3.356,652.4,0
M08994,Type_13,68.44,1.06,214.9,19.68,3.806,115.0,0
M08995,Type_03,65.05,1.75,222.6,13.39,2.683,397.0,0
M08996,Type_04,62.69,1.74,217.7,15.1,2.959,363.5,0
M08997,Type_14,73.98,0.93,214.6,12.47,2.408,177.2,0
M08998,Type_25,73.05,10.17,217.5,19.02,3.723,241.1,1
M08999,Type_04,71.34,1.63,212.1,11.23,2.144,583.9,0
M09000,Type_17,66.34,1.16,214.8,11.81,2.283,542.7,0
M09001,Type_23,53.16,0.5,210.9,11.85,2.249,421.3,0
M09002,Type_11,60.85,3.49,214.9,17.43,3.371,528.0,0
M09003,Type_23,65.08,0.1,221.9,16.04,3.203,335.2,0
M09004,Type_21,65.35,2.24,218.7,17.46,3.437,754.2,0
M09005,Type_11,64.3,2.32,228.3,17.13,3.52,809.6,0
M09006,Type_01,65.12,0.76,225.1,18.17,3.681,221.6,0
M09007,Type_05,65.53,2.29,228.7,47.34,9.744,955.7,1
M09008,Type_04,63.98,2.14,219.4,9.31,1.838,624.9,0
M09009,Type_10,52.03,1.46,223.9,15.49,3.121,926.9,0
M09010,Type_09,75.41,1.63,224.3,17.35,3.502,704.2,0
M09011,Type_08,73.97,0.78,227.5,20.77,4.253,997.6,0
M09012,Type_15,65.4,1.01,219.4,17.75,3.505,689.8,0
M09013,Type_25,74.95,2.43,221.7,15.69,3.131,471.7,0
M09014,Type_15,56.12,2.46,213.6,15.75,3.028,248.4,0
M09015,Type_23,49.78,1.47,227.2,15.5,3.169,218.4,0
M09016,Type_18,60.87,1.72,211.3,23.55,4.479,686.3,0
M09017,Type_14,51.31,2.43,211.6,19.78,3.767,648.7,0
M09018,Type_06,61.76,1.74,215.4,12.5,2.423,814.3,0
M09019,Type_09,68.5,1.81,222.3,20.43,4.087,348.7,0
M09020,Type_04,64.16,0.64,241.2,16.3,3.538,490.6,1
M09021,Type_05,73.78,0.7,217.2,14.75,2.883,922.6,0
M09022,Type_13,63.76,2.46,220.2,17.63,3.494,949.1,0
M09023,Type_25,57.35,2.81,211.3,15.63,2.972,341.5,0
M09024,Type_08,38.34,3.24,214.8,12.89,2.492,132.2,0
M09025,Type_21,68.42,1.32,220.1,14.52,2.876,618.4,0
M09026,Type_18,74.6,0.81,222.8,17.88,3.585,770.6,0
M09027,Type_18,74.61,1.2,224.3,16.55,3.341,59.0,0
M09028,Type_12,64.31,1.67,214.9,14.12,2.731,276.6,0
M09029,Type_11,71.86,3.36,220.5,10.11,2.006,604.9,0
M09030,Type_19,66.02,1.56,215.8,19.55,3.797,841.3,0
M09031,Type_09,61.12,1.93,224.3,9.61,1.94,51.4,0
M09032,Type_03,62.97,1.8,215.6,16.32,3.167,920.9,0
M09033,Type_19,54.43,2.91,227.7,14.3,2.93,661.0,0
M09034,Type_14,60.75,3.29,222.6,13.93,2.791,640.6,0
M09035,Type_17,65.64,2.55,217.6,15.93,3.12,608.7,0
M09036,Type_16,71.65,2.0,220.8,16.42,3.263,140.2,0
M09037,Type_01,50.16,1.27,220.4,13.02,2.583,359.8,0
M09038,Type_06,47.47,2.58,220.5,18.59,3.689,361.4,0
M09039,Type_06,62.99,3.38,211.3,14.78,2.811,937.5,0
M09040,Type_25,57.6,1.83,225.0,18.89,3.825,500.9,0
M09041,Type_06,58.65,1.61,222.1,13.09,2.617,134.0,0
M09042,Type_17,46.41,2.19,215.6,51.21,9.937,537.8,1
M09043,Type_05,64.7,0.8,241.2,13.8,2.996,822.2,1
M09044,Type_16,80.27,2.58,220.2,8.87,1.758,738.0,0
M09045,Type_17,70.33,3.2,221.6,13.06,2.605,280.5,0
M09046,Type_19,57.23,1.37,223.0,14.94,2.998,834.2,0
M09047,Type_10,77.29,0.83,243.7,16.31,3.577,51.9,1
M09048,Type_12,91.87,0.79,218.9,13.48,2.656,782.1,0
M09049,Type_03,62.51,3.42,219.3,13.75,2.714,203.7,0
M09050,Type_08,52.58,3.78,220.7,14.16,2.813,955.0,0
M09051,Type_21,60.07,0.36,216.5,12.92,2.517,990.6,0
M09052,Type_08,72.34,2.14,224.5,15.32,3.095,882.7,0
M09053,Type_20,72.77,2.91,224.2,15.03,3.033,659.4,0
M09054,Type_24,65.41,1.63,221.2,11.58,2.305,141.6,0
M09055,Type_10,119.2,0.1,215.3,11.18,2.166,802.1,1
M09056,Type_15,60.75,2.46,216.8,13.64,2.661,429.4,0
M09057,Type_02,66.15,0.99,225.8,16.8,3.414,691.2,0
M09058,Type_14,65.14,1.38,215.6,14.26,2.767,969.5,0
M09059,Type_19,55.1,3.5,212.0,8.22,1.568,677.9,1
M09060,Type_25,56.49,1.94,217.3,18.06,3.532,613.8,0
M09061,Type_09,65.68,2.97,225.8,18.44,3.747,562.1,0
M09062,Type_03,64.28,3.56,234.9,18.98,4.013,533.5,0
M09063,Type_08,85.02,1.46,212.9,12.43,2.382,250.4,0
M09064,Type_15,76.62,2.6,219.2,8.48,1.673,332.4,0
M09065,Type_01,70.72,1.18,222.7,10.69,2.143,998.0,0
M09066,Type_20,65.46,2.51,223.7,18.02,3.628,520.0,0
M09067,Type_02,80.66,2.32,209.1,19.46,3.662,739.8,1
M09068,Type_15,59.36,2.37,222.9,15.88,3.186,643.6,0
M09069,Type_06,80.79,1.77,221.5,23.02,4.589,299.1,0
M09070,Type_08,104.11,1.16,221.5,15.61,3.112,288.8,1
M09071,Type_01,74.28,1.9,216.4,20.52,3.996,147.8,0
M09072,Type_05,49.28,0.1,227.3,12.88,2.635,838.7,0
M09073,Type_07,50.92,3.77,212.8,14.14,2.708,716.1,0
M09074,Type_07,58.57,3.05,218.1,12.66,2.485,331.4,0
M09075,Type_15,68.43,1.14,217.5,15.99,3.13,393.6,0
M09076,Type_16,60.85,1.36,219.4,17.53,3.461,823.7,0
M09077,Type_02,71.59,2.92,225.2,45.22,9.165,595.3,1
M09078,Type_20,64.71,1.51,225.5,16.79,3.408,394.3,0
M09079,Type_09,71.78,2.25,215.4,17.1,3.315,765.4,0
M09080,Type_06,56.45,1.65,217.5,15.27,2.989,235.0,0
M09081,Type_10,71.03,1.58,218.9,13.48,2.656,656.1,0
M09082,Type_19,74.09,2.68,211.8,17.98,3.427,220.0,0
M09083,Type_22,65.48,2.84,234.0,13.83,2.913,870.0,0
M09084,Type_24,64.77,2.29,223.8,19.7,3.968,983.7,0
M09085,Type_10,54.28,1.8,219.6,14.48,2.862,831.0,0
M09086,Type_02,65.86,3.81,226.6,14.01,2.857,81.5,0
M09087,Type_23,76.44,3.18,220.9,15.1,3.002,445.5,0
M09088,Type_07,59.46,1.64,218.7,11.7,2.303,270.4,0
M09089,Type_15,54.67,2.71,226.1,15.07,3.067,213.3,0
M09090,Type_13,49.12,1.46,225.9,14.75,2.999,799.4,0
M09091,Type_19,67.38,3.02,220.1,14.45,2.862,541.2,0
M09092,Type_01,66.14,2.22,218.6,11.96,2.353,607.1,0
M09093,Type_23,76.08,3.33,213.8,19.27,3.708,571.5,0
M09094,Type_19,58.73,2.75,220.6,20.63,4.096,93.6,0
M09095,Type_06,65.19,0.1,219.1,16.04,3.163,666.4,0
M09096,Type_14,48.2,2.43,213.4,10.69,2.053,204.4,0
M09097,Type_05,61.27,1.75,217.2,16.81,3.286,321.1,0
M09098,Type_11,67.06,1.22,219.1,12.91,2.546,491.4,0
M09099,Type_10,71.38,0.49,217.4,14.61,2.859,553.1,0
M09100,Type_01,71.05,2.29,225.5,15.27,3.099,286.2,0
M09101,Type_04,62.36,3.12,223.1,15.47,3.106,910.5,0
M09102,Type_07,67.03,1.46,217.6,18.4,3.603,81.7,0
M09103,Type_24,54.09,1.93,226.9,7.47,1.525,243.8,0
M09104,Type_25,53.19,1.54,212.6,18.94,3.624,744.1,0
M09105,Type_23,55.3,2.99,218.3,17.15,3.369,404.6,0
M09106,Type_13,73.6,2.18,240.9,21.68,4.7,340.5,1
M09107,Type_20,53.83,1.68,226.8,11.99,2.447,209.4,0
M09108,Type_22,76.8,1.4,212.6,3.41,0.652,588.6,1
M09109,Type_08,58.98,3.18,217.5,13.54,2.65,914.9,0
M09110,Type_22,71.61,2.47,220.8,12.35,2.454,839.6,0
M09111,Type_02,54.78,3.01,212.1,12.77,2.438,732.5,0
M09112,Type_06,79.01,2.67,216.0,17.31,3.365,783.7,0
M09113,Type_10,68.23,2.21,212.1,11.46,2.188,194.3,0
M09114,Type_07,116.54,1.5,226.3,18.01,3.668,727.4,1
M09115,Type_07,114.0,1.1,224.7,13.45,2.72,920.2,1
M09116,Type_22,71.39,2.02,223.3,12.8,2.572,377.7,0
M09117,Type_18,57.98,2.84,221.0,12.79,2.544,655.1,0
M09118,Type_11,58.2,0.86,226.2,15.13,3.08,869.3,0
M09119,Type_18,77.04,6.43,217.7,17.69,3.466,677.9,1
M09120,Type_14,70.9,0.78,227.4,13.75,2.814,240.5,0
M09121,Type_25,63.21,2.5,216.9,16.37,3.196,918.0,0
M09122,Type_01,70.53,2.63,220.3,16.0,3.172,494.3,0
M09123,Type_17,61.36,0.71,221.4,13.74,2.738,966.5,0
M09124,Type_21,54.85,1.49,220.6,17.14,3.403,370.7,0
M09125,Type_20,81.88,2.44,219.6,15.2,3.004,749.7,0
M09126,Type_15,66.64,2.41,219.3,16.53,3.263,537.4,0
M09127,Type_01,58.06,1.99,220.4,13.24,2.626,947.8,0
M09128,Type_18,55.06,1.67,213.1,14.53,2.787,828.0,0
M09129,Type_17,71.21,3.21,224.1,18.36,3.703,395.7,0
M09130,Type_11,68.48,2.73,210.2,15.24,2.883,451.4,0
M09131,Type_14,44.25,2.62,217.1,12.52,2.446,392.5,0
M09132,Type_17,81.85,2.06,216.3,11.46,2.231,521.8,0
M09133,Type_16,74.56,1.79,208.0,22.44,4.201,946.9,0
M09134,Type_07,53.19,2.27,213.2,15.94,3.059,142.4,0
M09135,Type_02,53.17,4.04,200.0,11.86,2.135,865.1,1
M09136,Type_13,64.9,2.35,221.8,16.18,3.23,631.9,0
M09137,Type_18,70.7,1.69,219.4,12.86,2.539,427.4,0
M09138,Type_18,67.36,1.11,229.8,10.71,2.215,307.5,0
M09139,Type_25,55.32,1.52,224.0,15.36,3.097,563.5,0
M09140,Type_07,36.64,0.25,225.1,19.82,4.015,946.3,0
M09141,Type_12,69.69,2.26,217.8,13.91,2.727,844.8,0
M09142,Type_01,80.44,2.01,225.3,23.85,4.836,837.4,0
M09143,Type_22,68.65,0.88,229.9,8.6,1.779,799.7,0
M09144,Type_10,66.12,0.3,221.2,18.0,3.583,624.5,0
M09145,Type_12,70.01,1.42,216.1,12.11,2.355,847.7,0
M09146,Type_07,75.64,2.69,222.3,20.76,4.153,574.8,0
M09147,Type_09,52.34,1.42,222.3,18.55,3.711,268.7,0
M09148,Type_13,60.02,2.1,224.5,12.78,2.582,864.5,0
M09149,Type_01,63.7,1.68,222.3,16.54,3.309,198.1,0
M09150,Type_14,72.87,3.41,231.8,16.84,3.513,760.0,1
M09151,Type_07,46.21,3.06,224.0,21.0,4.234,275.3,0
M09152,Type_25,72.61,2.09,225.0,16.66,3.374,785.9,0
M09153,Type_09,67.53,3.3,218.0,15.9,3.12,594.7,0
M09154,Type_17,55.67,2.24,221.6,21.06,4.2,76.7,0
M09155,Type_11,68.04,3.55,219.8,11.74,2.322,324.7,0
M09156,Type_19,88.3,0.95,225.2,15.85,3.212,845.5,0
M09157,Type_19,108.08,2.68,214.6,11.28,2.179,367.3,1
M09158,Type_06,61.82,2.72,221.8,14.82,2.958,76.0,0
M09159,Type_03,57.32,0.97,225.2,16.16,3.275,195.2,0
M09160,Type_10,77.39,1.0,220.9,14.46,2.875,835.0,0
M09161,Type_04,38.38,2.43,217.5,16.19,3.169,675.8,0
M09162,Type_05,56.58,1.24,212.8,15.53,2.974,516.0,0
M09163,Type_05,67.86,1.71,226.7,17.89,3.65,706.2,0
M09164,Type_13,55.22,2.64,217.9,13.44,2.636,724.2,0
M09165,Type_01,61.63,0.31,218.7,17.44,3.433,570.2,0
M09166,Type_22,69.48,2.42,210.8,19.0,3.605,148.1,0
M09167,Type_16,69.31,2.14,211.1,13.05,2.479,649.4,0
M09168,Type_16,55.97,2.7,214.3,10.86,2.095,405.0,0
M09169,Type_18,68.6,4.86,225.9,15.07,3.064,680.5,1
M09170,Type_11,65.26,1.05,226.5,9.53,1.943,104.7,0
M09171,Type_12,63.39,1.65,218.5,10.83,2.13,234.0,0
M09172,Type_05,57.43,1.06,218.0,15.27,2.996,960.1,0
M09173,Type_04,67.55,1.84,218.6,14.2,2.794,596.9,0
M09174,Type_01,69.34,1.56,218.1,16.68,3.274,307.7,0
M09175,Type_16,76.43,2.2,220.6,10.38,2.061,261.1,0
M09176,Type_17,48.09,2.61,244.1,12.02,2.641,403.1,1
M09177,Type_02,79.8,1.27,231.6,11.4,2.376,612.1,0
M09178,Type_15,83.22,2.8,237.7,12.57,2.689,51.7,1
M09179,Type_19,53.27,4.7,211.9,15.29,2.916,206.3,0
M09180,Type_23,63.29,2.4,226.9,13.69,2.796,327.9,0
M09181,Type_09,73.82,1.76,217.4,15.05,2.945,368.9,0
M09182,Type_08,59.9,2.3,219.2,10.03,1.979,623.7,0
M09183,Type_09,82.69,0.41,219.7,19.52,3.86,934.3,0
M09184,Type_15,62.81,4.06,221.7,14.99,2.991,746.1,0
M09185,Type_21,67.15,1.04,219.9,13.72,2.715,675.1,0
M09186,Type_05,52.8,3.41,224.4,11.62,2.347,81.7,0
M09187,Type_04,65.97,2.17,226.8,18.85,3.848,477.9,0
M09188,Type_07,51.91,1.14,226.3,16.91,3.444,350.3,0
M09189,Type_05,63.66,1.51,219.3,18.29,3.61,195.9,0
M09190,Type_12,48.13,2.22,219.8,12.55,2.483,690.4,0
M09191,Type_20,57.3,1.39,213.6,14.07,2.705,885.1,0
M09192,Type_06,64.47,2.45,217.2,15.26,2.983,755.9,0
M09193,Type_21,51.01,2.07,224.0,6.83,1.377,100.8,1
M09194,Type_05,63.66,2.14,221.7,12.38,2.47,362.9,0
M09195,Type_21,78.33,3.75,217.6,15.98,3.13,832.2,0
M09196,Type_01,46.51,1.22,222.6,10.93,2.19,294.3,0
M09197,Type_02,65.68,1.55,224.6,16.21,3.277,478.9,0
M09198,Type_09,62.87,1.75,211.7,15.66,2.984,320.4,0
M09199,Type_01,60.82,2.24,226.0,13.3,2.705,445.8,0
M09200,Type_04,63.23,1.73,219.3,17.9,3.533,97.9,0
M09201,Type_01,56.87,1.06,221.4,13.43,2.676,150.1,0
M09202,Type_20,74.28,1.93,221.4,12.18,2.427,575.4,0
M09203,Type_03,63.22,2.25,220.4,18.68,3.705,318.5,0
M09204,Type_18,68.19,3.15,212.7,8.75,1.675,88.9,1
M09205,Type_11,54.45,0.79,208.4,6.16,1.155,180.1,1
M09206,Type_17,56.69,1.83,226.9,15.22,3.108,156.6,0
M09207,Type_16,59.6,1.57,226.4,11.47,2.337,870.8,0
M09208,Type_19,72.76,2.54,214.6,16.19,3.127,460.5,0
M09209,Type_14,70.0,4.58,216.9,18.55,3.621,231.3,0
M09210,Type_20,80.05,0.1,228.4,20.31,4.175,437.3,0
M09211,Type_10,66.31,1.77,221.3,19.0,3.784,132.7,0
M09212,Type_24,53.58,1.28,219.1,14.13,2.786,327.1,0
M09213,Type_14,56.65,3.03,220.6,14.31,2.841,653.0,0
M09214,Type_20,67.75,2.68,219.7,18.13,3.585,452.4,0
M09215,Type_21,59.73,1.34,230.2,19.77,4.096,323.1,0
M09216,Type_23,41.93,0.37,222.0,15.49,3.095,294.0,0
M09217,Type_25,82.06,1.31,221.1,16.89,3.361,365.3,0
M09218,Type_16,60.6,7.51,221.8,11.93,2.381,979.0,1
M09219,Type_24,66.68,0.76,218.8,19.64,3.868,371.2,0
M09220,Type_02,69.42,0.5,220.8,9.89,1.965,353.0,0
M09221,Type_09,52.77,3.14,220.3,14.04,2.784,808.9,0
M09222,Type_16,58.25,3.34,215.0,11.79,2.281,319.6,0
M09223,Type_25,55.94,3.54,211.1,16.43,3.122,969.8,0
M09224,Type_01,58.85,3.34,216.3,13.93,2.712,545.8,0
M09225,Type_23,69.99,1.2,219.1,15.32,3.021,524.7,0
M09226,Type_14,54.72,0.38,219.3,15.28,3.016,583.5,0
M09227,Type_17,41.39,1.8,220.9,19.16,3.809,892.9,0
M09228,Type_12,53.11,1.94,231.3,15.2,3.164,931.2,0
M09229,Type_17,72.79,0.96,217.3,19.02,3.72,165.3,0
M09230,Type_12,76.41,1.45,215.7,10.55,2.048,315.8,0
M09231,Type_16,72.74,2.75,241.6,16.6,3.61,915.0,1
M09232,Type_09,64.22,2.9,243.5,12.9,2.827,858.5,1
M09233,Type_07,60.6,1.86,225.7,13.14,2.669,59.0,0
M09234,Type_13,79.58,2.42,213.0,14.34,2.749,194.3,0
M09235,Type_24,85.45,11.26,241.0,53.5,11.604,433.0,1
M09236,Type_19,47.25,1.78,222.2,12.47,2.494,86.1,0
M09237,Type_21,74.08,0.46,221.8,12.51,2.497,685.2,0
M09238,Type_04,80.71,0.94,226.5,16.03,3.268,696.7,0
M09239,Type_13,76.0,0.93,213.5,17.15,3.295,910.1,0
M09240,Type_23,51.3,1.63,223.3,15.19,3.053,420.2,0
M09241,Type_04,72.87,2.25,210.6,15.67,2.97,690.7,0
M09242,Type_21,61.67,1.06,218.5,14.44,2.84,795.5,0
M09243,Type_21,60.31,1.62,226.6,11.61,2.368,919.7,0
M09244,Type_18,68.59,1.66,231.5,19.42,4.046,220.0,0
M09245,Type_20,54.13,3.67,222.7,17.04,3.415,892.4,0
M09246,Type_25,67.91,2.73,212.8,13.96,2.674,569.7,0
M09247,Type_02,86.21,1.45,224.6,15.05,3.042,173.2,1
M09248,Type_16,115.66,1.39,223.8,16.45,3.313,58.4,1
M09249,Type_03,59.8,2.32,218.7,14.43,2.84,998.3,0
M09250,Type_17,51.49,2.91,212.4,18.99,3.63,195.4,0
M09251,Type_07,80.4,1.45,220.3,18.09,3.587,887.1,0
M09252,Type_06,81.54,3.06,221.3,10.74,2.139,455.0,0
M09253,Type_14,60.94,0.49,220.2,15.45,3.062,226.5,0
M09254,Type_22,82.57,3.01,216.3,13.92,2.71,178.8,0
M09255,Type_17,67.75,1.8,217.9,17.37,3.406,454.3,0
M09256,Type_20,68.47,2.67,213.0,2.86,0.548,110.0,1
M09257,Type_04,53.87,1.98,218.4,8.24,1.62,905.8,0
M09258,Type_24,56.68,3.39,226.3,14.34,2.921,164.5,0
M09259,Type_05,71.99,0.1,212.5,17.24,3.297,696.1,0
M09260,Type_08,62.16,2.36,218.4,16.6,3.263,620.8,0
M09261,Type_05,56.64,2.27,225.1,11.17,2.263,957.9,0
M09262,Type_08,65.62,2.55,227.8,15.72,3.223,595.2,0
M09263,Type_14,59.0,1.44,219.2,17.05,3.364,846.3,0
M09264,Type_16,56.65,2.32,220.1,12.35,2.446,276.7,0
M09265,Type_17,91.76,2.53,216.8,15.94,3.11,661.9,1
M09266,Type_22,63.33,2.19,225.0,15.54,3.147,410.8,0
M09267,Type_03,58.36,2.24,221.5,16.32,3.253,324.5,0
M09268,Type_10,58.68,3.44,217.2,18.27,3.571,873.1,0
M09269,Type_15,53.92,2.08,222.6,16.7,3.346,151.7,0
M09270,Type_16,55.03,2.42,219.7,17.27,3.415,421.8,0
M09271,Type_10,67.48,0.47,220.3,9.63,1.909,578.8,0
M09272,Type_06,64.11,2.85,200.0,16.02,2.884,70.2,1
M09273,Type_25,58.42,2.22,217.9,15.73,3.085,457.5,0
M09274,Type_23,61.94,0.9,215.1,18.8,3.639,871.0,0
